职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
保险数据开发 双休,2.3万-2.5万,杭州-拱墅,5-10年,本科,数据建模、数据架构、数据治理、Python、Java、Scala、Hadoop、Spark、DATAWORKS、阿里云数据、保险,纬创软件,http://jobs.zhaopin.com/CC120817710J40537258101.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
大数据组件开发,1.5万-3万,杭州-西湖,1-3年,硕士,数据治理、数据挖掘、Hadoop、Kafka,北京华安保信息技术有限公司,http://jobs.zhaopin.com/CC142084810J40480941904.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
软件工程师,8千-1.6万 · 14薪,杭州-萧山,经验不限,本科,后端开发、数据采集、Python,杭州集益科技有限公司,http://jobs.zhaopin.com/CC183778810J40383525302.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
编程老师（双休+六险一金）,1万-1.5万,杭州-上城,经验不限,大专,Python、C/C++,新东方教育科技集团有限公司,http://jobs.zhaopin.com/CC120002360J40381555002.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
数据分析/数据开发/数据挖掘,1.5万-3万 · 14薪,杭州-滨江,经验不限,本科,Python、C++、Java、Hadoop,外企德科,http://jobs.zhaopin.com/CC138117190J40506311405.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
大数据交付工程师,1.3万-2.3万,杭州-萧山,3-5年,大专,数据迁移、数据搬站、MaxCompute、DATAWORKS、Flink,浩鲸科技,http://jobs.zhaopin.com/CC131936250J40498375516.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
大数据开发工程师,1.5万-1.7万,杭州-滨江,3-5年,大专,Java,山东智和创信息技术有限公司,http://jobs.zhaopin.com/CC461476710J40467080904.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
数据开发工程师,1.5万-3万 · 13薪,杭州-余杭,3-5年,本科,数仓开发、数据挖掘、报表开发,江苏虫洞电子商务有限公司,http://jobs.zhaopin.com/CC392378580J40436214110.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
数据开发工程师,1.4万-2万,杭州-萧山,5-10年,本科,数据集市、数仓开发、ETL开发、报表开发、Java、Python、Shell、Hadoop、Hive、DB2、EAST5.0,长亮科技,http://jobs.zhaopin.com/CC120564550J40471697104.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
数据开发(中华保险),1.2万-1.6万,杭州-拱墅,3-5年,本科,数仓开发、数据集市、ETL开发、财险,北京青蓝致远科技有限公司,http://jobs.zhaopin.com/CC700010280J40457977210.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
"数据开发（熟悉银行,金融）",1.3万-2万,杭州-萧山,3-5年,本科,银行,北京青钱信息技术有限公司,http://jobs.zhaopin.com/CC337626410J40504227310.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
大数据工程师,1.5万-1.8万,杭州-萧山,5-10年,本科,数仓开发,天阳科技,http://jobs.zhaopin.com/CC120408370J40520860408.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
大数据开发工程师,1.4万-1.9万 · 13薪,杭州-滨江,3-5年,本科,Hadoop、帆软报表开发,北京联龙博通电子商务技术有限公司,http://jobs.zhaopin.com/CC120407450J40527995607.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
大数据开发工程师,1.5万-2.5万,杭州-滨江,5-10年,本科,Flink、Elasticsearch、Kafka,迪普科技,http://jobs.zhaopin.com/CC237981410J40467825813.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
