职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
市场调研与分析,1万-1.5万,杭州-萧山,经验不限,本科,市场研究、用户调研、行业研究、企业调研、市场信息收集、竞品分析、渠道合作,杭州之江有机硅化工有限公司,http://jobs.zhaopin.com/CC141194600J40462436310.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
中级数据开发【数据建模/线上面试/金融项目】,1.3万-1.9万,杭州-上城,3-5年,本科,数仓开发、数据建模、Hadoop、Yarn、MySQL、Oracle、信贷反欺诈、风控票据,北京汉克时代科技有限公司,http://jobs.zhaopin.com/CC493150920J40554791214.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
大数据开发工程师,1.3万-1.4万,杭州-钱塘,1-3年,本科,Java、Python、C++、Spark、Hadoop,深圳佳壹信息技术有限公司,http://jobs.zhaopin.com/CCL1467984460J40492231216.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
数据建模工程师,1.3万-1.6万,杭州-萧山,1-3年,本科,数据建模、银行,京北方,http://jobs.zhaopin.com/CC315847110J40529225707.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
神秘顾客调查员,6千-8千元/月,杭州-富阳,经验不限,学历不限,行业研究、市场研究、用户调研、市场信息收集、兼职,河北壹切信息咨询有限公司,http://jobs.zhaopin.com/CC186653920J40470455713.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
数据开发,1.5万-2万,杭州-滨江,5-10年,本科,ARGO、KUBEMNETES、Python、DATAWORKS、QUICKBI,深圳市拓保软件有限公司,http://jobs.zhaopin.com/CC157088920J40493020816.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
市场调研员,8千-1.5万 · 13薪,杭州-余杭,1-3年,本科,市场研究、竞品分析,浙江新维士生物科技有限公司,http://jobs.zhaopin.com/CC347424580J40479246016.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
中级数据开发【数据建模/线上面试/金融项目】,1.3万-1.9万,杭州-上城,3-5年,本科,数仓开发、数据建模、Hadoop、Yarn、MySQL、Oracle、信贷反欺诈、风控票据,北京汉克时代科技有限公司,http://jobs.zhaopin.com/CC493150920J40554791414.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
保险行业数据开发,1.3万-2.5万,杭州-拱墅,3-5年,大专,DATAWORKS、阿里云,纬创软件,http://jobs.zhaopin.com/CC120817710J40540265601.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
数据开发工程师,1.1万-2万,杭州-滨江,3-5年,本科,数据清洗、ETL、Flink、数据中台,杭州诚品科技有限公司,http://jobs.zhaopin.com/CC199434210J40234621510.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
大数据工程师,1.5万-1.8万,杭州-萧山,5-10年,本科,数仓开发,天阳科技,http://jobs.zhaopin.com/CC120408370J40520860408.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
研究员助理,5千-7千,杭州-余杭,经验不限,本科,,浙江盈阳资产管理股份有限公司,http://jobs.zhaopin.com/CC669355620J40315847011.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
中高级 杭州数据开发 (营销数字BI) AI面试,1.5万-1.7万,杭州-滨江,3-5年,本科,数据治理、数据建模、ETL、Java、Python、Shell、Hadoop、Spark、Kafka、BI,上海正诺信息科技有限公司,http://jobs.zhaopin.com/CC682919930J40527232907.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
BI工程师,1.6万-1.8万,杭州-滨江,3-5年,本科,FineBI、DataX、帆软,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40543685914.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
