职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
期权研究员,6千-1万,杭州,经验不限,硕士,经济分析,南华期货股份有限公司,http://jobs.zhaopin.com/CC339369116J00362446208.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
数据开发工程师,1.1万-1.5万,杭州-滨江,3-5年,本科,数据治理、数据挖掘、ETL开发、数仓开发、Java,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40486851502.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
数据开发工程师（银行项目）,1.5万-1.9万,杭州-萧山,5-10年,本科,数仓开发、ETL开发、数据治理、Hadoop、Hive、Flink、银行、金融,北京汉克时代科技有限公司,http://jobs.zhaopin.com/CC493150920J40557609414.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
行业研究员,6千-1.2万,杭州-上城,经验不限,硕士,金融业、行业分析、证券从业资格证、基金从业资格证、基金市场、市场环境,南华期货股份有限公司,http://jobs.zhaopin.com/CC339369110J40317268909.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
助理研究员,7千-1.2万 · 14薪,杭州-上城,1年以下,本科,金融业、基金从业资格证、证券从业资格证、股票市场、证券投资咨询资格证,杭州弈宸私募基金管理有限公司,http://jobs.zhaopin.com/CC484336530J40223465616.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
"大数据开发(浙商银行，统本,银行/财务/资产负债经验)",1.4万-1.6万,杭州-萧山,5-10年,本科,ETL、数据建模、银行,北京青钱信息技术有限公司,http://jobs.zhaopin.com/CC337626410J40510896910.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
市场调研主管,7千-1.2万,杭州-西湖,1-3年,硕士,市场调研、国内市场、国际市场、畜牧行业、市场策划、市场推广、市场信息收集、竞品分析、渠道合作、全职,浙江启昌星进出口有限公司,http://jobs.zhaopin.com/CC253476280J40444290404.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
大数据开发-外派福建宁德（宁德时代）,1.3万-1.4万 · 13薪,杭州-滨江,5-10年,本科,Hadoop、Flink、Spark,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40488348416.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
市场分析研究员,7千-1.2万 · 13薪,杭州-上城,无经验,本科,数据统计分析,晋江市恒丰进出口贸易有限公司,http://jobs.zhaopin.com/CC797993690J40141879809.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
地产研究员,8千-1.6万,杭州-上城,1-3年,本科,地产策划、地产评估、住宅地产、商业地产、文旅地产、办公地产,杭州汉嘉房地产咨询有限公司,http://jobs.zhaopin.com/CC134790220J40379526106.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
实习生（私募业务方向）,90-100/天,杭州-拱墅,无经验,硕士,股票市场,方正证券股份有限公司,http://jobs.zhaopin.com/CC157108810J40481782704.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
市场研究经理,1.8万-2.5万 · 13薪,杭州-拱墅,5-10年,本科,市场研究、用户调研、行业研究、用户分析、竞品分析,浙江鸿富供应链管理有限公司,http://jobs.zhaopin.com/CC879600930J40479704316.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
市场研究主管,1万-1.2万 · 13薪,杭州-余杭,3-5年,本科,市场研究、用户调研、行业研究、定量研究、定性研究,杭州万科物业,http://jobs.zhaopin.com/CC173035910J40457481111.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
市场调研分析专员,8千-1万,杭州-钱塘,1-3年,本科,市场研究、行业研究、企业调研、竞品分析、渠道合作、市场信息收集、全职,杭州顶正包材有限公司,http://jobs.zhaopin.com/CC140474610J40506795310.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
